GENDER_LABEL,EDUC_LEVEL,AGE_GROUP,MARSTAT_LABEL,MH1_LABEL,count,percentage
Male,Special Education,30s,Now married,Trauma- and stressor-related disorders,9,2.3255813953488373
Male,Special Education,30s,Separated,Alcohol or substance use disorders,2,5.88235294117647
Male,Special Education,30s,Separated,Anxiety disorders,3,0.352112676056338
Male,Special Education,30s,Separated,Bipolar disorders,6,0.5194805194805194
Male,Special Education,30s,Separated,Depressive disorders,9,0.4997223764575236
Male,Special Education,30s,Separated,Other disorders/conditions,5,0.0751653638003607
Male,Special Education,30s,Separated,Schizophrenia or other psychotic disorders,3,0.1141987057480015
Male,Special Education,30s,Separated,Trauma- and stressor-related disorders,4,1.03359173126615
Male,Special Education,30s,Separated,unknown/invalid,1,0.1647446457990115
Male,Special Education,30s,unknown/invalid,Alcohol or substance use disorders,1,2.941176470588235
Male,Special Education,30s,unknown/invalid,Anxiety disorders,46,5.39906103286385
Male,Special Education,30s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),36,11.920529801324504
Male,Special Education,30s,unknown/invalid,Bipolar disorders,42,3.636363636363636
Male,Special Education,30s,unknown/invalid,Conduct disorders,14,8.13953488372093
Male,Special Education,30s,unknown/invalid,Delirium/dementia disorders,3,4.761904761904762
Male,Special Education,30s,unknown/invalid,Depressive disorders,39,2.165463631315936
Male,Special Education,30s,unknown/invalid,Other disorders/conditions,90,1.3529765484064944
Male,Special Education,30s,unknown/invalid,Personality disorders,6,9.836065573770492
Male,Special Education,30s,unknown/invalid,Pervasive developmental disorders,4,0.2134471718249733
Male,Special Education,30s,unknown/invalid,Schizophrenia or other psychotic disorders,83,3.1594975256947087
Male,Special Education,30s,unknown/invalid,Trauma- and stressor-related disorders,10,2.5839793281653747
Male,Special Education,30s,unknown/invalid,unknown/invalid,45,7.413509060955518
Male,Special Education,40s,"Divorced, widowed",Alcohol or substance use disorders,1,2.941176470588235
Male,Special Education,40s,"Divorced, widowed",Anxiety disorders,4,0.4694835680751174
Male,Special Education,40s,"Divorced, widowed",Bipolar disorders,19,1.645021645021645
Male,Special Education,40s,"Divorced, widowed",Depressive disorders,26,1.4436424208772902
Male,Special Education,40s,"Divorced, widowed",Other disorders/conditions,12,0.1803968731208659
Male,Special Education,40s,"Divorced, widowed",Personality disorders,2,3.278688524590164
Male,Special Education,40s,"Divorced, widowed",Schizophrenia or other psychotic disorders,16,0.6090597639893415
Male,Special Education,40s,"Divorced, widowed",Trauma- and stressor-related disorders,6,1.550387596899225
Male,Special Education,40s,"Divorced, widowed",unknown/invalid,3,0.4942339373970346
Male,Special Education,40s,Never married,Alcohol or substance use disorders,4,11.76470588235294
Male,Special Education,40s,Never married,Anxiety disorders,113,13.262910798122066
Male,Special Education,40s,Never married,Attention deficit/hyperactivity disorder (ADHD),13,4.304635761589404
Male,Special Education,40s,Never married,Bipolar disorders,144,12.467532467532468
Male,Special Education,40s,Never married,Conduct disorders,22,12.790697674418606
Male,Special Education,40s,Never married,Delirium/dementia disorders,6,9.523809523809524
Male,Special Education,40s,Never married,Depressive disorders,255,14.158800666296504
Male,Special Education,40s,Never married,Oppositional defiant disorders,2,5.555555555555555
Male,Special Education,40s,Never married,Other disorders/conditions,928,13.950691521346965
Male,Special Education,40s,Never married,Personality disorders,6,9.836065573770492
Male,Special Education,40s,Never married,Pervasive developmental disorders,150,8.004268943436498
Male,Special Education,40s,Never married,Schizophrenia or other psychotic disorders,436,16.596878568709556
Male,Special Education,40s,Never married,Trauma- and stressor-related disorders,42,10.852713178294572
Male,Special Education,40s,Never married,unknown/invalid,46,7.57825370675453
Male,Special Education,40s,Now married,Alcohol or substance use disorders,3,8.823529411764707
Male,Special Education,40s,Now married,Anxiety disorders,5,0.5868544600938966
Male,Special Education,40s,Now married,Bipolar disorders,13,1.1255411255411256
Male,Special Education,40s,Now married,Depressive disorders,32,1.776790671848973
Male,Special Education,40s,Now married,Other disorders/conditions,6,0.0901984365604329
Male,Special Education,40s,Now married,Pervasive developmental disorders,1,0.0533617929562433
Male,Special Education,40s,Now married,Schizophrenia or other psychotic disorders,16,0.6090597639893415
Male,Special Education,40s,Now married,Trauma- and stressor-related disorders,5,1.2919896640826871
Male,Special Education,40s,Now married,unknown/invalid,3,0.4942339373970346
Male,Special Education,40s,Separated,Anxiety disorders,2,0.2347417840375587
Male,Special Education,40s,Separated,Bipolar disorders,6,0.5194805194805194
Male,Special Education,40s,Separated,Depressive disorders,10,0.5552470849528041
Male,Special Education,40s,Separated,Personality disorders,1,1.639344262295082
Male,Special Education,40s,Separated,Schizophrenia or other psychotic disorders,13,0.4948610582413399
Male,Special Education,40s,Separated,Trauma- and stressor-related disorders,6,1.550387596899225
Male,Special Education,40s,Separated,unknown/invalid,2,0.3294892915980231
Male,Special Education,40s,unknown/invalid,Anxiety disorders,30,3.5211267605633805
Male,Special Education,40s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),1,0.3311258278145695
Male,Special Education,40s,unknown/invalid,Bipolar disorders,26,2.2510822510822512
Male,Special Education,40s,unknown/invalid,Conduct disorders,7,4.069767441860465
Male,Special Education,40s,unknown/invalid,Delirium/dementia disorders,2,3.1746031746031744
Male,Special Education,40s,unknown/invalid,Depressive disorders,41,2.2765130483064966
Male,Special Education,40s,unknown/invalid,Oppositional defiant disorders,2,5.555555555555555
Male,Special Education,40s,unknown/invalid,Other disorders/conditions,67,1.0072158749248348
Male,Special Education,40s,unknown/invalid,Personality disorders,2,3.278688524590164
Male,Special Education,40s,unknown/invalid,Pervasive developmental disorders,6,0.3201707577374599
Male,Special Education,40s,unknown/invalid,Schizophrenia or other psychotic disorders,65,2.4743052912067
Male,Special Education,40s,unknown/invalid,Trauma- and stressor-related disorders,5,1.2919896640826871
Male,Special Education,40s,unknown/invalid,unknown/invalid,30,4.942339373970346
Male,Special Education,50s,"Divorced, widowed",Anxiety disorders,6,0.7042253521126761
Male,Special Education,50s,"Divorced, widowed",Bipolar disorders,17,1.471861471861472
Male,Special Education,50s,"Divorced, widowed",Depressive disorders,42,2.332037756801777
Male,Special Education,50s,"Divorced, widowed",Other disorders/conditions,16,0.2405291641611545
Male,Special Education,50s,"Divorced, widowed",Schizophrenia or other psychotic disorders,17,0.6471259992386753
Male,Special Education,50s,"Divorced, widowed",Trauma- and stressor-related disorders,6,1.550387596899225
Male,Special Education,50s,"Divorced, widowed",unknown/invalid,4,0.6589785831960462
Male,Special Education,50s,Never married,Alcohol or substance use disorders,2,5.88235294117647
Male,Special Education,50s,Never married,Anxiety disorders,97,11.384976525821596
Male,Special Education,50s,Never married,Attention deficit/hyperactivity disorder (ADHD),5,1.6556291390728477
Male,Special Education,50s,Never married,Bipolar disorders,125,10.822510822510822
Male,Special Education,50s,Never married,Conduct disorders,22,12.790697674418606
Male,Special Education,50s,Never married,Delirium/dementia disorders,12,19.047619047619047
Male,Special Education,50s,Never married,Depressive disorders,240,13.325930038867297
Male,Special Education,50s,Never married,Other disorders/conditions,1029,15.469031870114252
Male,Special Education,50s,Never married,Personality disorders,4,6.557377049180328
Male,Special Education,50s,Never married,Pervasive developmental disorders,109,5.816435432230524
Male,Special Education,50s,Never married,Schizophrenia or other psychotic disorders,437,16.634944803958888
Male,Special Education,50s,Never married,Trauma- and stressor-related disorders,38,9.819121447028424
Male,Special Education,50s,Never married,unknown/invalid,64,10.54365733113674
Male,Special Education,50s,Now married,Alcohol or substance use disorders,2,5.88235294117647
Male,Special Education,50s,Now married,Anxiety disorders,3,0.352112676056338
Male,Special Education,50s,Now married,Bipolar disorders,13,1.1255411255411256
Male,Special Education,50s,Now married,Depressive disorders,26,1.4436424208772902
Male,Special Education,50s,Now married,Other disorders/conditions,16,0.2405291641611545
Male,Special Education,50s,Now married,Personality disorders,1,1.639344262295082
Male,Special Education,50s,Now married,Schizophrenia or other psychotic disorders,22,0.8374571754853445
Male,Special Education,50s,Now married,Trauma- and stressor-related disorders,5,1.2919896640826871
Male,Special Education,50s,Now married,unknown/invalid,1,0.1647446457990115
Male,Special Education,50s,Separated,Bipolar disorders,5,0.4329004329004329
Male,Special Education,50s,Separated,Depressive disorders,12,0.6662965019433648
Male,Special Education,50s,Separated,Other disorders/conditions,2,0.0300661455201443
Male,Special Education,50s,Separated,Schizophrenia or other psychotic disorders,5,0.1903311762466692
Male,Special Education,50s,Separated,Trauma- and stressor-related disorders,2,0.516795865633075
Male,Special Education,50s,unknown/invalid,Anxiety disorders,28,3.286384976525822
Male,Special Education,50s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),1,0.3311258278145695
Male,Special Education,50s,unknown/invalid,Bipolar disorders,18,1.5584415584415583
Male,Special Education,50s,unknown/invalid,Conduct disorders,2,1.162790697674419
Male,Special Education,50s,unknown/invalid,Delirium/dementia disorders,1,1.5873015873015872
Male,Special Education,50s,unknown/invalid,Depressive disorders,37,2.0544142143253747
Male,Special Education,50s,unknown/invalid,Other disorders/conditions,63,0.947083583884546
Male,Special Education,50s,unknown/invalid,Personality disorders,2,3.278688524590164
Male,Special Education,50s,unknown/invalid,Pervasive developmental disorders,3,0.1600853788687299
Male,Special Education,50s,unknown/invalid,Schizophrenia or other psychotic disorders,68,2.5885039969547012
Male,Special Education,50s,unknown/invalid,Trauma- and stressor-related disorders,9,2.3255813953488373
Male,Special Education,50s,unknown/invalid,unknown/invalid,16,2.6359143327841847
Male,Special Education,60s,"Divorced, widowed",Anxiety disorders,2,0.2347417840375587
Male,Special Education,60s,"Divorced, widowed",Bipolar disorders,8,0.6926406926406926
Male,Special Education,60s,"Divorced, widowed",Depressive disorders,19,1.0549694614103275
Male,Special Education,60s,"Divorced, widowed",Other disorders/conditions,12,0.1803968731208659
Male,Special Education,60s,"Divorced, widowed",Personality disorders,2,3.278688524590164
Male,Special Education,60s,"Divorced, widowed",Schizophrenia or other psychotic disorders,17,0.6471259992386753
Male,Special Education,60s,"Divorced, widowed",Trauma- and stressor-related disorders,2,0.516795865633075
Male,Special Education,60s,"Divorced, widowed",unknown/invalid,4,0.6589785831960462
Male,Special Education,60s,Never married,Alcohol or substance use disorders,1,2.941176470588235
Male,Special Education,60s,Never married,Anxiety disorders,94,11.032863849765258
Male,Special Education,60s,Never married,Attention deficit/hyperactivity disorder (ADHD),2,0.6622516556291391
Male,Special Education,60s,Never married,Bipolar disorders,70,6.0606060606060606
Male,Special Education,60s,Never married,Conduct disorders,18,10.465116279069768
Male,Special Education,60s,Never married,Delirium/dementia disorders,12,19.047619047619047
Male,Special Education,60s,Never married,Depressive disorders,115,6.385341476957246
Male,Special Education,60s,Never married,Other disorders/conditions,1007,15.138304269392664
Male,Special Education,60s,Never married,Personality disorders,1,1.639344262295082
Male,Special Education,60s,Never married,Pervasive developmental disorders,62,3.308431163287086
Male,Special Education,60s,Never married,Schizophrenia or other psychotic disorders,317,12.066996574038829
Male,Special Education,60s,Never married,Trauma- and stressor-related disorders,21,5.426356589147287
Male,Special Education,60s,Never married,unknown/invalid,32,5.2718286655683695
Male,Special Education,60s,Now married,Anxiety disorders,3,0.352112676056338
Male,Special Education,60s,Now married,Bipolar disorders,2,0.1731601731601731
Male,Special Education,60s,Now married,Depressive disorders,18,0.9994447529150472
Male,Special Education,60s,Now married,Other disorders/conditions,11,0.1653638003607937
Male,Special Education,60s,Now married,Schizophrenia or other psychotic disorders,12,0.4567948229920061
Male,Special Education,60s,Now married,Trauma- and stressor-related disorders,2,0.516795865633075
Male,Special Education,60s,Now married,unknown/invalid,2,0.3294892915980231
Male,Special Education,60s,Separated,Anxiety disorders,1,0.1173708920187793
Male,Special Education,60s,Separated,Bipolar disorders,4,0.3463203463203463
Male,Special Education,60s,Separated,Depressive disorders,7,0.3886729594669628
Male,Special Education,60s,Separated,Other disorders/conditions,2,0.0300661455201443
Male,Special Education,60s,Separated,Schizophrenia or other psychotic disorders,4,0.1522649409973353
Male,Special Education,60s,Separated,unknown/invalid,1,0.1647446457990115
Male,Special Education,60s,unknown/invalid,Anxiety disorders,31,3.638497652582159
Male,Special Education,60s,unknown/invalid,Bipolar disorders,17,1.471861471861472
Male,Special Education,60s,unknown/invalid,Conduct disorders,6,3.488372093023256
Male,Special Education,60s,unknown/invalid,Delirium/dementia disorders,7,11.11111111111111
Male,Special Education,60s,unknown/invalid,Depressive disorders,32,1.776790671848973
Male,Special Education,60s,unknown/invalid,Other disorders/conditions,32,0.4810583283223091
Male,Special Education,60s,unknown/invalid,Personality disorders,3,4.918032786885246
Male,Special Education,60s,unknown/invalid,Pervasive developmental disorders,1,0.0533617929562433
Male,Special Education,60s,unknown/invalid,Schizophrenia or other psychotic disorders,69,2.626570232204035
Male,Special Education,60s,unknown/invalid,Trauma- and stressor-related disorders,5,1.2919896640826871
Male,Special Education,60s,unknown/invalid,unknown/invalid,11,1.8121911037891267
Male,Unknown,20s,"Divorced, widowed",Alcohol or substance use disorders,20,0.0221479037009147
Male,Unknown,20s,"Divorced, widowed",Anxiety disorders,45,0.0464919259022016
Male,Unknown,20s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),20,0.1034233116144379
Male,Unknown,20s,"Divorced, widowed",Bipolar disorders,77,0.095658115410895
Male,Unknown,20s,"Divorced, widowed",Conduct disorders,2,0.0749344323716747
Male,Unknown,20s,"Divorced, widowed",Depressive disorders,128,0.0716613107301615
Male,Unknown,20s,"Divorced, widowed",Other disorders/conditions,28,0.0405338892266712
Male,Unknown,20s,"Divorced, widowed",Personality disorders,12,0.149160969546302
Male,Unknown,20s,"Divorced, widowed",Pervasive developmental disorders,10,0.1980982567353407
Male,Unknown,20s,"Divorced, widowed",Schizophrenia or other psychotic disorders,103,0.0602836256796539
Male,Unknown,20s,"Divorced, widowed",Trauma- and stressor-related disorders,58,0.0778408557125793
Male,Unknown,20s,"Divorced, widowed",unknown/invalid,384,0.1876658570318494
Male,Unknown,20s,Never married,Alcohol or substance use disorders,3914,4.334344754269009
Male,Unknown,20s,Never married,Anxiety disorders,7124,7.36018844727299
Male,Unknown,20s,Never married,Attention deficit/hyperactivity disorder (ADHD),3955,20.451959871755093
Male,Unknown,20s,Never married,Bipolar disorders,6716,8.3433753649295
Male,Unknown,20s,Never married,Conduct disorders,537,20.11989509179468
Male,Unknown,20s,Never married,Delirium/dementia disorders,92,1.847760594496887
Male,Unknown,20s,Never married,Depressive disorders,12520,7.009371955793929
Male,Unknown,20s,Never married,Oppositional defiant disorders,384,38.01980198019802
Male,Unknown,20s,Never married,Other disorders/conditions,6911,10.004632444483049
Male,Unknown,20s,Never married,Personality disorders,513,6.376631448104413
Male,Unknown,20s,Never married,Pervasive developmental disorders,1759,34.84548335974643
Male,Unknown,20s,Never married,Schizophrenia or other psychotic disorders,10096,5.90896587244453
Male,Unknown,20s,Never married,Trauma- and stressor-related disorders,6453,8.660466239884045
Male,Unknown,20s,Never married,unknown/invalid,16067,7.852154492007096
Male,Unknown,20s,Now married,Alcohol or substance use disorders,38,0.0420810170317379
Male,Unknown,20s,Now married,Anxiety disorders,332,0.3430070977673544
Male,Unknown,20s,Now married,Attention deficit/hyperactivity disorder (ADHD),94,0.4860895645878581
Male,Unknown,20s,Now married,Bipolar disorders,266,0.3304553077830921
Male,Unknown,20s,Now married,Conduct disorders,8,0.2997377294866991
Male,Unknown,20s,Now married,Delirium/dementia disorders,2,0.0401687085760192
Male,Unknown,20s,Now married,Depressive disorders,614,0.3437503499087437
Male,Unknown,20s,Now married,Oppositional defiant disorders,4,0.396039603960396
Male,Unknown,20s,Now married,Other disorders/conditions,202,0.2924230579924143
Male,Unknown,20s,Now married,Personality disorders,35,0.435052827843381
Male,Unknown,20s,Now married,Pervasive developmental disorders,4,0.0792393026941362
Male,Unknown,20s,Now married,Schizophrenia or other psychotic disorders,169,0.0989119683481701
Male,Unknown,20s,Now married,Trauma- and stressor-related disorders,341,0.4576505482411993
Male,Unknown,20s,Now married,unknown/invalid,848,0.4144287676120008
Male,Unknown,20s,Separated,Alcohol or substance use disorders,19,0.0210405085158689
Male,Unknown,20s,Separated,Anxiety disorders,55,0.0568234649915797
Male,Unknown,20s,Separated,Attention deficit/hyperactivity disorder (ADHD),13,0.0672251525493846
Male,Unknown,20s,Separated,Bipolar disorders,82,0.1018696813466675
Male,Unknown,20s,Separated,Conduct disorders,3,0.1124016485575121
Male,Unknown,20s,Separated,Delirium/dementia disorders,1,0.0200843542880096
Male,Unknown,20s,Separated,Depressive disorders,188,0.1052525501349248
Male,Unknown,20s,Separated,Oppositional defiant disorders,2,0.198019801980198
Male,Unknown,20s,Separated,Other disorders/conditions,52,0.0752772228495324
Male,Unknown,20s,Separated,Personality disorders,5,0.0621504039776258
Male,Unknown,20s,Separated,Pervasive developmental disorders,3,0.0594294770206022
Male,Unknown,20s,Separated,Schizophrenia or other psychotic disorders,83,0.0485780672952551
Male,Unknown,20s,Separated,Trauma- and stressor-related disorders,91,0.1221296184455986
Male,Unknown,20s,Separated,unknown/invalid,366,0.1788690199834815
Male,Unknown,20s,unknown/invalid,Alcohol or substance use disorders,16113,17.843458616641936
Male,Unknown,20s,unknown/invalid,Anxiety disorders,17668,18.253763263113303
Male,Unknown,20s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),4668,24.139000930809804
Male,Unknown,20s,unknown/invalid,Bipolar disorders,9525,11.833033107646438
Male,Unknown,20s,unknown/invalid,Conduct disorders,470,17.609591607343575
Male,Unknown,20s,unknown/invalid,Delirium/dementia disorders,171,3.4344245832496485
Male,Unknown,20s,unknown/invalid,Depressive disorders,24043,13.460569483478707
Male,Unknown,20s,unknown/invalid,Oppositional defiant disorders,191,18.91089108910891
Male,Unknown,20s,unknown/invalid,Other disorders/conditions,11132,16.115116245403748
Male,Unknown,20s,unknown/invalid,Personality disorders,1337,16.619018023617155
Male,Unknown,20s,unknown/invalid,Pervasive developmental disorders,1416,28.05071315372425
Male,Unknown,20s,unknown/invalid,Schizophrenia or other psychotic disorders,21217,12.4178416120895
Male,Unknown,20s,unknown/invalid,Trauma- and stressor-related disorders,10878,14.599186697266177
Male,Unknown,20s,unknown/invalid,unknown/invalid,28784,14.067119866679048
Male,Unknown,30s,"Divorced, widowed",Alcohol or substance use disorders,106,0.1173838896148479
Male,Unknown,30s,"Divorced, widowed",Anxiety disorders,312,0.3223440195885981
Male,Unknown,30s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),69,0.3568104250698107
Male,Unknown,30s,"Divorced, widowed",Bipolar disorders,460,0.5714640660910615
Male,Unknown,30s,"Divorced, widowed",Conduct disorders,7,0.2622705133008617
Male,Unknown,30s,"Divorced, widowed",Delirium/dementia disorders,5,0.1004217714400482
Male,Unknown,30s,"Divorced, widowed",Depressive disorders,794,0.4445240681230334
Male,Unknown,30s,"Divorced, widowed",Oppositional defiant disorders,2,0.198019801980198
Male,Unknown,30s,"Divorced, widowed",Other disorders/conditions,211,0.3054518081009872
Male,Unknown,30s,"Divorced, widowed",Personality disorders,30,0.3729024238657551
Male,Unknown,30s,"Divorced, widowed",Pervasive developmental disorders,4,0.0792393026941362
Male,Unknown,30s,"Divorced, widowed",Schizophrenia or other psychotic disorders,431,0.2522547831837948
Male,Unknown,30s,"Divorced, widowed",Trauma- and stressor-related disorders,331,0.4442297110493752
Male,Unknown,30s,"Divorced, widowed",unknown/invalid,1237,0.6045381904906192
Male,Unknown,30s,Never married,Alcohol or substance use disorders,3077,3.407454984385728
Male,Unknown,30s,Never married,Anxiety disorders,6075,6.276409996797224
Male,Unknown,30s,Never married,Attention deficit/hyperactivity disorder (ADHD),2152,11.128348329713518
Male,Unknown,30s,Never married,Bipolar disorders,7277,9.040313062923165
Male,Unknown,30s,Never married,Conduct disorders,363,13.600599475458974
Male,Unknown,30s,Never married,Delirium/dementia disorders,137,2.7515565374573208
Male,Unknown,30s,Never married,Depressive disorders,11889,6.656104088053835
Male,Unknown,30s,Never married,Oppositional defiant disorders,236,23.36633663366337
Male,Unknown,30s,Never married,Other disorders/conditions,5909,8.554098265728596
Male,Unknown,30s,Never married,Personality disorders,578,7.184586699813549
Male,Unknown,30s,Never married,Pervasive developmental disorders,564,11.172741679873218
Male,Unknown,30s,Never married,Schizophrenia or other psychotic disorders,13949,8.164041695198964
Male,Unknown,30s,Never married,Trauma- and stressor-related disorders,5897,7.914267692018628
Male,Unknown,30s,Never married,unknown/invalid,16875,8.247034732844947
Male,Unknown,30s,Now married,Alcohol or substance use disorders,223,0.246949126265199
Male,Unknown,30s,Now married,Anxiety disorders,982,1.0145571385769336
Male,Unknown,30s,Now married,Attention deficit/hyperactivity disorder (ADHD),248,1.28244906401903
Male,Unknown,30s,Now married,Bipolar disorders,943,1.1715013354866763
Male,Unknown,30s,Now married,Conduct disorders,28,1.049082053203447
Male,Unknown,30s,Now married,Delirium/dementia disorders,11,0.220927897168106
Male,Unknown,30s,Now married,Depressive disorders,1785,0.9993393722917064
Male,Unknown,30s,Now married,Oppositional defiant disorders,2,0.198019801980198
Male,Unknown,30s,Now married,Other disorders/conditions,575,0.8323923680477142
Male,Unknown,30s,Now married,Personality disorders,68,0.8452454940957116
Male,Unknown,30s,Now married,Pervasive developmental disorders,3,0.0594294770206022
Male,Unknown,30s,Now married,Schizophrenia or other psychotic disorders,646,0.3780895358160823
Male,Unknown,30s,Now married,Trauma- and stressor-related disorders,1028,1.37966206331951
Male,Unknown,30s,Now married,unknown/invalid,2264,1.1064466154169457
Male,Unknown,30s,Separated,Alcohol or substance use disorders,52,0.0575845496223782
Male,Unknown,30s,Separated,Anxiety disorders,250,0.2582884772344536
Male,Unknown,30s,Separated,Attention deficit/hyperactivity disorder (ADHD),52,0.2689006101975385
Male,Unknown,30s,Separated,Bipolar disorders,366,0.4546866264985402
Male,Unknown,30s,Separated,Conduct disorders,3,0.1124016485575121
Male,Unknown,30s,Separated,Delirium/dementia disorders,1,0.0200843542880096
Male,Unknown,30s,Separated,Depressive disorders,636,0.3560671376904903
Male,Unknown,30s,Separated,Oppositional defiant disorders,1,0.099009900990099
Male,Unknown,30s,Separated,Other disorders/conditions,187,0.2707084744781262
Male,Unknown,30s,Separated,Personality disorders,28,0.3480422622747048
Male,Unknown,30s,Separated,Pervasive developmental disorders,1,0.019809825673534
Male,Unknown,30s,Separated,Schizophrenia or other psychotic disorders,269,0.1574397602701643
Male,Unknown,30s,Separated,Trauma- and stressor-related disorders,275,0.3690730227751607
Male,Unknown,30s,Separated,unknown/invalid,988,0.4828486113215293
Male,Unknown,30s,unknown/invalid,Alcohol or substance use disorders,26017,28.811100529334897
Male,Unknown,30s,unknown/invalid,Anxiety disorders,19791,20.447149011788284
Male,Unknown,30s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),3829,19.800393008584138
Male,Unknown,30s,unknown/invalid,Bipolar disorders,12110,15.044412696440771
Male,Unknown,30s,unknown/invalid,Conduct disorders,355,13.300861745972275
Male,Unknown,30s,unknown/invalid,Delirium/dementia disorders,190,3.816027314721832
Male,Unknown,30s,unknown/invalid,Depressive disorders,25563,14.311547548399378
Male,Unknown,30s,unknown/invalid,Oppositional defiant disorders,60,5.9405940594059405
Male,Unknown,30s,unknown/invalid,Other disorders/conditions,11224,16.24829902429138
Male,Unknown,30s,unknown/invalid,Personality disorders,1543,19.17961466749534
Male,Unknown,30s,unknown/invalid,Pervasive developmental disorders,548,10.85578446909667
Male,Unknown,30s,unknown/invalid,Schizophrenia or other psychotic disorders,27599,16.153085292551168
Male,Unknown,30s,unknown/invalid,Trauma- and stressor-related disorders,13387,17.966474748694825
Male,Unknown,30s,unknown/invalid,unknown/invalid,32962,16.108963488239116
Male,Unknown,40s,"Divorced, widowed",Alcohol or substance use disorders,150,0.1661092777568603
Male,Unknown,40s,"Divorced, widowed",Anxiety disorders,538,0.5558368030085442
Male,Unknown,40s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),85,0.439549074361361
Male,Unknown,40s,"Divorced, widowed",Bipolar disorders,958,1.1901360332939934
Male,Unknown,40s,"Divorced, widowed",Conduct disorders,4,0.1498688647433495
Male,Unknown,40s,"Divorced, widowed",Delirium/dementia disorders,11,0.220927897168106
Male,Unknown,40s,"Divorced, widowed",Depressive disorders,1593,0.891847406196464
Male,Unknown,40s,"Divorced, widowed",Other disorders/conditions,399,0.577607921480066
Male,Unknown,40s,"Divorced, widowed",Personality disorders,69,0.8576755748912368
Male,Unknown,40s,"Divorced, widowed",Pervasive developmental disorders,4,0.0792393026941362
Male,Unknown,40s,"Divorced, widowed",Schizophrenia or other psychotic disorders,856,0.5009978988522701
Male,Unknown,40s,"Divorced, widowed",Trauma- and stressor-related disorders,536,0.7193568734817678
Male,Unknown,40s,"Divorced, widowed",unknown/invalid,1765,0.8625787439094121
Male,Unknown,40s,Never married,Alcohol or substance use disorders,1761,1.95012292086554
Male,Unknown,40s,Never married,Anxiety disorders,3528,3.6449669907326094
Male,Unknown,40s,Never married,Attention deficit/hyperactivity disorder (ADHD),538,2.782087082428379
Male,Unknown,40s,Never married,Bipolar disorders,5031,6.250077644574197
Male,Unknown,40s,Never married,Conduct disorders,196,7.343574372424129
Male,Unknown,40s,Never married,Delirium/dementia disorders,105,2.108857200241012
Male,Unknown,40s,Never married,Depressive disorders,8352,4.675900525143042
Male,Unknown,40s,Never married,Oppositional defiant disorders,56,5.544554455445545
Male,Unknown,40s,Never married,Other disorders/conditions,3460,5.008830597295811
Male,Unknown,40s,Never married,Personality disorders,372,4.623990055935363
Male,Unknown,40s,Never married,Pervasive developmental disorders,189,3.744057052297939
Male,Unknown,40s,Never married,Schizophrenia or other psychotic disorders,10663,6.240818452642237
Male,Unknown,40s,Never married,Trauma- and stressor-related disorders,3198,4.291983733945323
Male,Unknown,40s,Never married,unknown/invalid,9480,4.6330008454737825
Male,Unknown,40s,Now married,Alcohol or substance use disorders,355,0.3931252906912361
Male,Unknown,40s,Now married,Anxiety disorders,1034,1.0682811418417002
Male,Unknown,40s,Now married,Attention deficit/hyperactivity disorder (ADHD),173,0.8946116454648878
Male,Unknown,40s,Now married,Bipolar disorders,1070,1.329275110255295
Male,Unknown,40s,Now married,Conduct disorders,16,0.5994754589733983
Male,Unknown,40s,Now married,Delirium/dementia disorders,17,0.3414340228961638
Male,Unknown,40s,Now married,Depressive disorders,2223,1.244555419946478
Male,Unknown,40s,Now married,Oppositional defiant disorders,2,0.198019801980198
Male,Unknown,40s,Now married,Other disorders/conditions,650,0.940965285619155
Male,Unknown,40s,Now married,Personality disorders,62,0.7706650093225605
Male,Unknown,40s,Now married,Pervasive developmental disorders,5,0.0990491283676703
Male,Unknown,40s,Now married,Schizophrenia or other psychotic disorders,805,0.471148724972053
Male,Unknown,40s,Now married,Trauma- and stressor-related disorders,1038,1.393082900511334
Male,Unknown,40s,Now married,unknown/invalid,2103,1.027763795150988
Male,Unknown,40s,Separated,Alcohol or substance use disorders,55,0.0609067351775154
Male,Unknown,40s,Separated,Anxiety disorders,317,0.3275097891332872
Male,Unknown,40s,Separated,Attention deficit/hyperactivity disorder (ADHD),31,0.1603061330023787
Male,Unknown,40s,Separated,Bipolar disorders,473,0.5876141375240699
Male,Unknown,40s,Separated,Conduct disorders,3,0.1124016485575121
Male,Unknown,40s,Separated,Delirium/dementia disorders,9,0.1807591885920867
Male,Unknown,40s,Separated,Depressive disorders,896,0.501629175111131
Male,Unknown,40s,Separated,Oppositional defiant disorders,2,0.198019801980198
Male,Unknown,40s,Separated,Other disorders/conditions,241,0.3488809751295637
Male,Unknown,40s,Separated,Personality disorders,27,0.3356121814791796
Male,Unknown,40s,Separated,Schizophrenia or other psychotic disorders,409,0.2393786689609561
Male,Unknown,40s,Separated,Trauma- and stressor-related disorders,322,0.4321509575767336
Male,Unknown,40s,Separated,unknown/invalid,1051,0.5136375409908172
